1,圣罗兰（YSL）,圣罗兰YSL小金条,100029079354,40.00g,法国,LC757000,红棕色系,勾勒唇形，易上色，修饰肤色,哑光/雾面
2,卡姿兰（Carslan）,卡姿兰口红轻雾感哑光唇膏女持久滋润保湿不易掉色不沾杯生日礼物送女友 13#暧昧,34863037520,卡姿兰久州达专卖店,100.00g,中国大陆,滋润，保湿，易上色，不沾杯,粉色系,哑光/雾面
3,阿玛尼（ARMANI）,阿玛尼口红,100051258859,40.00g,欧美,LE203900,滋润，保湿，易上色,奶茶色系,润泽/镜面
4,卡姿兰（Carslan）,卡姿兰唇妆,6291116,124.00g,中国广东,滋润，易上色,红色系,哑光/雾面
5,花西子,花西子口红,100016002830,50.00g,中国大陆,易上色，修饰肤色,红色系,自然/裸妆
6,迪奥（Dior）,迪奥口红,100056057296,40.00g,法国,易上色，修饰肤色,红色系,丝绒
7,阿玛尼（ARMANI）,阿玛尼唇釉,100033887258,30.00g,欧美,L5800504U,红色系,滋润，易上色,丝绒
8,兰蔻（LANCOME）,兰蔻口红,100012529857,35.00g,法国,LC501500U,橘色系,遮盖唇纹，易上色，修饰肤色,哑光/雾面
9,LEKKI,4897056916197,100072960073,20.00g,中国大陆,勾勒唇形，易上色，不沾杯,豆沙色系,哑光/雾面
10,圣罗兰（YSL）,圣罗兰圣罗兰(YSL)口红哑光小金条21号口 2.2g【复古正红色 雾面哑光】生日礼物 新年礼物送女友,100039202940,30.00g,法国,易上色，修饰肤色,红色系,哑光/雾面
11,兰蔻（LANCOME）,兰蔻菁纯柔润水唇釉 312,100099348054,36.00g,法国,LF098300,滋润，易上色,哑光/雾面
12,完美日记（PERFECT DIARY）,完美日记至臻柔色丝绒唇釉迷你套组 V01 +V02 +V07+V08,100007191937,150.00g,中国大陆,6941311514784,红色系,易上色,哑光/雾面
13,阿玛尼（ARMANI）,阿玛尼唇釉,100100013880,40.00g,欧美,LE816500,滋润，保湿，易上色,红色系,润泽/镜面
14,LEKKI,4897056916197,100072960053,20.00g,中国大陆,红色系,勾勒唇形，易上色，不沾杯,哑光/雾面
15,花西子,花西子口红,100012969173,105.00g,中国大陆,易上色，修饰肤色,红色系,自然/裸妆
16,纪梵希（Givenchy）,纪梵希（Givenchy）高定香榭红丝绒小羊皮口红 大理石唇膏 生日礼物送女友 粉丝绒N37 先锋正红,10097971909036,京东国际进口超市,1.0kg,保湿，易上色,粉红色系,自然/裸妆
17,古驰（GUCCI）,古驰（GUCCI）口红礼盒套装 gucci口红唇膏套盒口红送女友老婆情人节生日礼物  送礼盒丨古驰口红505#限定版复古珍妮特,10041891260181,国际美妆官方甄选店,20.00g,勾勒唇形，修饰肤色,枫叶红色系,自然/裸妆
18,纪梵希（Givenchy）,纪梵希高定香榭粉丝绒唇膏N27,100012563721,40.00g,法国,P084936,粉红色系,滋润，保湿，易上色，不沾杯,哑光/雾面
19,卡姿兰（Carslan）,卡姿兰口红,100056599755,0.71kg,中国大陆,易上色，不沾杯,裸色系,哑光/雾面
20,卡姿兰（Carslan）,卡姿兰唇膏,100012377628,150.00g,中国大陆,奶茶色系,易上色,哑光/雾面
21,古驰（GUCCI）,古驰（GUCCI）口红505哑光唇膏碎花口红礼盒生日礼物套装送女友老婆纪念日礼物 【NO.1】金管哑光505#枫叶红棕,10042187079798,MAOYUE茂悦海外旗舰店,12.0kg,易上色,红色系,自然/裸妆
22,卡姿兰（Carslan）,卡姿兰唇膏,100006789795,150.00g,中国大陆,枫叶红色系,易上色,哑光/雾面
23,汤姆福特（TOM FORD）,汤姆福特TOM FORD激情幻魅唇膏 新16,100033323170,50.00g,比利时,枫叶红色系,易上色,哑光/雾面
24,草萨（CaoSa）,草萨jd617a05,100061176937,90.00g,中国大陆,jd617a05,红棕色系,遮盖唇纹，勾勒唇形，易上色，不沾杯,哑光/雾面
25,圣罗兰（YSL）,圣罗兰口红香水礼盒（小金条2024+自由之水50ml）,100077874913,1.64kg,法国,LE444300+LA696102,红棕色系,勾勒唇形，易上色，修饰肤色,哑光/雾面
26,迪奥（Dior）,迪奥口红,100047472564,40.00g,法国,红色系,滋润，保湿，易上色，修饰肤色,润泽/镜面
1,圣罗兰（YSL）,圣罗兰YSL小金条,100029079354,40.00g,法国,LC757000,红棕色系,勾勒唇形，易上色，修饰肤色,哑光/雾面
2,卡姿兰（Carslan）,卡姿兰口红轻雾感哑光唇膏女持久滋润保湿不易掉色不沾杯生日礼物送女友 13#暧昧,34863037520,卡姿兰久州达专卖店,100.00g,中国大陆,滋润，保湿，易上色，不沾杯,粉色系,哑光/雾面
3,阿玛尼（ARMANI）,阿玛尼口红,100051258859,40.00g,欧美,LE203900,滋润，保湿，易上色,奶茶色系,润泽/镜面
4,卡姿兰（Carslan）,卡姿兰唇妆,6291116,124.00g,中国广东,滋润，易上色,红色系,哑光/雾面
5,花西子,花西子口红,100016002830,50.00g,中国大陆,易上色，修饰肤色,红色系,自然/裸妆
6,迪奥（Dior）,迪奥口红,100056057296,40.00g,法国,易上色，修饰肤色,红色系,丝绒
7,阿玛尼（ARMANI）,阿玛尼唇釉,100033887258,30.00g,欧美,L5800504U,红色系,滋润，易上色,丝绒
8,兰蔻（LANCOME）,兰蔻口红,100012529857,35.00g,法国,LC501500U,橘色系,遮盖唇纹，易上色，修饰肤色,哑光/雾面
9,LEKKI,4897056916197,100072960073,20.00g,中国大陆,勾勒唇形，易上色，不沾杯,豆沙色系,哑光/雾面
10,圣罗兰（YSL）,圣罗兰圣罗兰(YSL)口红哑光小金条21号口 2.2g【复古正红色 雾面哑光】生日礼物 新年礼物送女友,100039202940,30.00g,法国,易上色，修饰肤色,红色系,哑光/雾面
11,兰蔻（LANCOME）,兰蔻菁纯柔润水唇釉 312,100099348054,36.00g,法国,LF098300,滋润，易上色,哑光/雾面
12,完美日记（PERFECT DIARY）,完美日记至臻柔色丝绒唇釉迷你套组 V01 +V02 +V07+V08,100007191937,150.00g,中国大陆,6941311514784,红色系,易上色,哑光/雾面
13,阿玛尼（ARMANI）,阿玛尼唇釉,100100013880,40.00g,欧美,LE816500,滋润，保湿，易上色,红色系,润泽/镜面
14,LEKKI,4897056916197,100072960053,20.00g,中国大陆,红色系,勾勒唇形，易上色，不沾杯,哑光/雾面
15,花西子,花西子口红,100012969173,105.00g,中国大陆,易上色，修饰肤色,红色系,自然/裸妆
16,纪梵希（Givenchy）,纪梵希（Givenchy）高定香榭红丝绒小羊皮口红 大理石唇膏 生日礼物送女友 粉丝绒N37 先锋正红,10097971909036,京东国际进口超市,1.0kg,保湿，易上色,粉红色系,自然/裸妆
17,古驰（GUCCI）,古驰（GUCCI）口红礼盒套装 gucci口红唇膏套盒口红送女友老婆情人节生日礼物  送礼盒丨古驰口红505#限定版复古珍妮特,10041891260181,国际美妆官方甄选店,20.00g,勾勒唇形，修饰肤色,枫叶红色系,自然/裸妆
18,纪梵希（Givenchy）,纪梵希高定香榭粉丝绒唇膏N27,100012563721,40.00g,法国,P084936,粉红色系,滋润，保湿，易上色，不沾杯,哑光/雾面
19,卡姿兰（Carslan）,卡姿兰口红,100056599755,0.71kg,中国大陆,易上色，不沾杯,裸色系,哑光/雾面
20,卡姿兰（Carslan）,卡姿兰唇膏,100012377628,150.00g,中国大陆,奶茶色系,易上色,哑光/雾面
21,古驰（GUCCI）,古驰（GUCCI）口红505哑光唇膏碎花口红礼盒生日礼物套装送女友老婆纪念日礼物 【NO.1】金管哑光505#枫叶红棕,10042187079798,MAOYUE茂悦海外旗舰店,12.0kg,易上色,红色系,自然/裸妆
22,卡姿兰（Carslan）,卡姿兰唇膏,100006789795,150.00g,中国大陆,枫叶红色系,易上色,哑光/雾面
23,汤姆福特（TOM FORD）,汤姆福特TOM FORD激情幻魅唇膏 新16,100033323170,50.00g,比利时,枫叶红色系,易上色,哑光/雾面
24,草萨（CaoSa）,草萨jd617a05,100061176937,90.00g,中国大陆,jd617a05,红棕色系,遮盖唇纹，勾勒唇形，易上色，不沾杯,哑光/雾面
25,圣罗兰（YSL）,圣罗兰口红香水礼盒（小金条2024+自由之水50ml）,100077874913,1.64kg,法国,LE444300+LA696102,红棕色系,勾勒唇形，易上色，修饰肤色,哑光/雾面
26,迪奥（Dior）,迪奥口红,100047472564,40.00g,法国,红色系,滋润，保湿，易上色，修饰肤色,润泽/镜面
27,卡姿兰（Carslan）,卡姿兰口红,100087648492,185.00g,中国大陆,红色系,易上色,哑光/雾面
28,纪梵希（Givenchy）,纪梵希高定香榭唇膏N306,100012404503,40.00g,法国,P083722,易上色，不沾杯,红色系,自然/裸妆
29,圣罗兰（YSL）,圣罗兰YSL小金条,100080355970,100.00g,法国,LE375200,勾勒唇形，易上色，修饰肤色,橘红色系,哑光/雾面
30,圣罗兰（YSL）,圣罗兰小金条1966,100086949938,40.00g,法国,红棕色系,勾勒唇形，易上色,哑光/雾面
31,圣罗兰（YSL）,圣罗兰YSL小金条,100029079354,40.00g,法国,LC757000,红棕色系,勾勒唇形，易上色，修饰肤色,哑光/雾面
32,卡姿兰（Carslan）,卡姿兰口红轻雾感哑光唇膏女持久滋润保湿不易掉色不沾杯生日礼物送女友 13#暧昧,34863037520,卡姿兰久州达专卖店,100.00g,中国大陆,滋润，保湿，易上色，不沾杯,粉色系,哑光/雾面
33,阿玛尼（ARMANI）,阿玛尼口红,100051258859,40.00g,欧美,LE203900,滋润，保湿，易上色,奶茶色系,润泽/镜面
34,卡姿兰（Carslan）,卡姿兰唇妆,6291116,124.00g,中国广东,滋润，易上色,红色系,哑光/雾面
35,花西子,花西子口红,100016002830,50.00g,中国大陆,易上色，修饰肤色,红色系,自然/裸妆
36,迪奥（Dior）,迪奥口红,100056057296,40.00g,法国,易上色，修饰肤色,红色系,丝绒
37,阿玛尼（ARMANI）,阿玛尼唇釉,100033887258,30.00g,欧美,L5800504U,红色系,滋润，易上色,丝绒
38,兰蔻（LANCOME）,兰蔻口红,100012529857,35.00g,法国,LC501500U,橘色系,遮盖唇纹，易上色，修饰肤色,哑光/雾面
39,LEKKI,4897056916197,100072960073,20.00g,中国大陆,勾勒唇形，易上色，不沾杯,豆沙色系,哑光/雾面
40,圣罗兰（YSL）,圣罗兰圣罗兰(YSL)口红哑光小金条21号口 2.2g【复古正红色 雾面哑光】生日礼物 新年礼物送女友,100039202940,30.00g,法国,易上色，修饰肤色,红色系,哑光/雾面
41,兰蔻（LANCOME）,兰蔻菁纯柔润水唇釉 312,100099348054,36.00g,法国,LF098300,滋润，易上色,哑光/雾面
42,完美日记（PERFECT DIARY）,完美日记至臻柔色丝绒唇釉迷你套组 V01 +V02 +V07+V08,100007191937,150.00g,中国大陆,6941311514784,红色系,易上色,哑光/雾面
43,阿玛尼（ARMANI）,阿玛尼唇釉,100100013880,40.00g,欧美,LE816500,滋润，保湿，易上色,红色系,润泽/镜面
44,LEKKI,4897056916197,100072960053,20.00g,中国大陆,红色系,勾勒唇形，易上色，不沾杯,哑光/雾面
45,花西子,花西子口红,100012969173,105.00g,中国大陆,易上色，修饰肤色,红色系,自然/裸妆
46,纪梵希（Givenchy）,纪梵希（Givenchy）高定香榭红丝绒小羊皮口红 大理石唇膏 生日礼物送女友 粉丝绒N37 先锋正红,10097971909036,京东国际进口超市,1.0kg,保湿，易上色,粉红色系,自然/裸妆
47,古驰（GUCCI）,古驰（GUCCI）口红礼盒套装 gucci口红唇膏套盒口红送女友老婆情人节生日礼物  送礼盒丨古驰口红505#限定版复古珍妮特,10041891260181,国际美妆官方甄选店,20.00g,勾勒唇形，修饰肤色,枫叶红色系,自然/裸妆
48,纪梵希（Givenchy）,纪梵希高定香榭粉丝绒唇膏N27,100012563721,40.00g,法国,P084936,粉红色系,滋润，保湿，易上色，不沾杯,哑光/雾面
49,卡姿兰（Carslan）,卡姿兰口红,100056599755,0.71kg,中国大陆,易上色，不沾杯,裸色系,哑光/雾面
50,卡姿兰（Carslan）,卡姿兰唇膏,100012377628,150.00g,中国大陆,奶茶色系,易上色,哑光/雾面
51,古驰（GUCCI）,古驰（GUCCI）口红505哑光唇膏碎花口红礼盒生日礼物套装送女友老婆纪念日礼物 【NO.1】金管哑光505#枫叶红棕,10042187079798,MAOYUE茂悦海外旗舰店,12.0kg,易上色,红色系,自然/裸妆
52,卡姿兰（Carslan）,卡姿兰唇膏,100006789795,150.00g,中国大陆,枫叶红色系,易上色,哑光/雾面
53,汤姆福特（TOM FORD）,汤姆福特TOM FORD激情幻魅唇膏 新16,100033323170,50.00g,比利时,枫叶红色系,易上色,哑光/雾面
54,草萨（CaoSa）,草萨jd617a05,100061176937,90.00g,中国大陆,jd617a05,红棕色系,遮盖唇纹，勾勒唇形，易上色，不沾杯,哑光/雾面
55,圣罗兰（YSL）,圣罗兰口红香水礼盒（小金条2024+自由之水50ml）,100077874913,1.64kg,法国,LE444300+LA696102,红棕色系,勾勒唇形，易上色，修饰肤色,哑光/雾面
56,迪奥（Dior）,迪奥口红,100047472564,40.00g,法国,红色系,滋润，保湿，易上色，修饰肤色,润泽/镜面
57,卡姿兰（Carslan）,卡姿兰口红,100087648492,185.00g,中国大陆,红色系,易上色,哑光/雾面
58,纪梵希（Givenchy）,纪梵希高定香榭唇膏N306,100012404503,40.00g,法国,P083722,易上色，不沾杯,红色系,自然/裸妆
59,圣罗兰（YSL）,圣罗兰YSL小金条,100080355970,100.00g,法国,LE375200,勾勒唇形，易上色，修饰肤色,橘红色系,哑光/雾面
60,圣罗兰（YSL）,圣罗兰小金条1966,100086949938,40.00g,法国,红棕色系,勾勒唇形，易上色,哑光/雾面
61,圣罗兰（YSL）,圣罗兰YSL小金条,100029079354,40.00g,法国,LC757000,红棕色系,勾勒唇形，易上色，修饰肤色,哑光/雾面
62,卡姿兰（Carslan）,卡姿兰口红轻雾感哑光唇膏女持久滋润保湿不易掉色不沾杯生日礼物送女友 13#暧昧,34863037520,卡姿兰久州达专卖店,100.00g,中国大陆,滋润，保湿，易上色，不沾杯,粉色系,哑光/雾面
63,阿玛尼（ARMANI）,阿玛尼口红,100051258859,40.00g,欧美,LE203900,滋润，保湿，易上色,奶茶色系,润泽/镜面
64,卡姿兰（Carslan）,卡姿兰唇妆,6291116,124.00g,中国广东,滋润，易上色,红色系,哑光/雾面
65,花西子,花西子口红,100016002830,50.00g,中国大陆,易上色，修饰肤色,红色系,自然/裸妆
66,迪奥（Dior）,迪奥口红,100056057296,40.00g,法国,易上色，修饰肤色,红色系,丝绒
67,阿玛尼（ARMANI）,阿玛尼唇釉,100033887258,30.00g,欧美,L5800504U,红色系,滋润，易上色,丝绒
68,兰蔻（LANCOME）,兰蔻口红,100012529857,35.00g,法国,LC501500U,橘色系,遮盖唇纹，易上色，修饰肤色,哑光/雾面
69,LEKKI,4897056916197,100072960073,20.00g,中国大陆,勾勒唇形，易上色，不沾杯,豆沙色系,哑光/雾面
70,圣罗兰（YSL）,圣罗兰圣罗兰(YSL)口红哑光小金条21号口 2.2g【复古正红色 雾面哑光】生日礼物 新年礼物送女友,100039202940,30.00g,法国,易上色，修饰肤色,红色系,哑光/雾面
71,兰蔻（LANCOME）,兰蔻菁纯柔润水唇釉 312,100099348054,36.00g,法国,LF098300,滋润，易上色,哑光/雾面
72,完美日记（PERFECT DIARY）,完美日记至臻柔色丝绒唇釉迷你套组 V01 +V02 +V07+V08,100007191937,150.00g,中国大陆,6941311514784,红色系,易上色,哑光/雾面
73,阿玛尼（ARMANI）,阿玛尼唇釉,100100013880,40.00g,欧美,LE816500,滋润，保湿，易上色,红色系,润泽/镜面
74,LEKKI,4897056916197,100072960053,20.00g,中国大陆,红色系,勾勒唇形，易上色，不沾杯,哑光/雾面
75,花西子,花西子口红,100012969173,105.00g,中国大陆,易上色，修饰肤色,红色系,自然/裸妆
76,纪梵希（Givenchy）,纪梵希（Givenchy）高定香榭红丝绒小羊皮口红 大理石唇膏 生日礼物送女友 粉丝绒N37 先锋正红,10097971909036,京东国际进口超市,1.0kg,保湿，易上色,粉红色系,自然/裸妆
77,古驰（GUCCI）,古驰（GUCCI）口红礼盒套装 gucci口红唇膏套盒口红送女友老婆情人节生日礼物  送礼盒丨古驰口红505#限定版复古珍妮特,10041891260181,国际美妆官方甄选店,20.00g,勾勒唇形，修饰肤色,枫叶红色系,自然/裸妆
78,纪梵希（Givenchy）,纪梵希高定香榭粉丝绒唇膏N27,100012563721,40.00g,法国,P084936,粉红色系,滋润，保湿，易上色，不沾杯,哑光/雾面
79,卡姿兰（Carslan）,卡姿兰口红,100056599755,0.71kg,中国大陆,易上色，不沾杯,裸色系,哑光/雾面
80,卡姿兰（Carslan）,卡姿兰唇膏,100012377628,150.00g,中国大陆,奶茶色系,易上色,哑光/雾面
81,古驰（GUCCI）,古驰（GUCCI）口红505哑光唇膏碎花口红礼盒生日礼物套装送女友老婆纪念日礼物 【NO.1】金管哑光505#枫叶红棕,10042187079798,MAOYUE茂悦海外旗舰店,12.0kg,易上色,红色系,自然/裸妆
82,卡姿兰（Carslan）,卡姿兰唇膏,100006789795,150.00g,中国大陆,枫叶红色系,易上色,哑光/雾面
83,汤姆福特（TOM FORD）,汤姆福特TOM FORD激情幻魅唇膏 新16,100033323170,50.00g,比利时,枫叶红色系,易上色,哑光/雾面
84,草萨（CaoSa）,草萨jd617a05,100061176937,90.00g,中国大陆,jd617a05,红棕色系,遮盖唇纹，勾勒唇形，易上色，不沾杯,哑光/雾面
85,圣罗兰（YSL）,圣罗兰口红香水礼盒（小金条2024+自由之水50ml）,100077874913,1.64kg,法国,LE444300+LA696102,红棕色系,勾勒唇形，易上色，修饰肤色,哑光/雾面
86,迪奥（Dior）,迪奥口红,100047472564,40.00g,法国,红色系,滋润，保湿，易上色，修饰肤色,润泽/镜面
87,卡姿兰（Carslan）,卡姿兰口红,100087648492,185.00g,中国大陆,红色系,易上色,哑光/雾面
88,纪梵希（Givenchy）,纪梵希高定香榭唇膏N306,100012404503,40.00g,法国,P083722,易上色，不沾杯,红色系,自然/裸妆
89,圣罗兰（YSL）,圣罗兰YSL小金条,100080355970,100.00g,法国,LE375200,勾勒唇形，易上色，修饰肤色,橘红色系,哑光/雾面
90,圣罗兰（YSL）,圣罗兰小金条1966,100086949938,40.00g,法国,红棕色系,勾勒唇形，易上色,哑光/雾面
