1,原生墅 康和园 次顶好楼层 双卧朝南通透好户型 电梯房,原生墅 ,3室2厅,153.02平米,南北,精装,12层,null,板楼
2,高家园五区中间层两居精装修满五唯一,高家园五区 ,2室1厅,60.98平米,东南西南,精装,中楼层(共6层),1987年,板楼
3,全明两居、客厅东向采光视野好、满五不唯一,太阳公元北区 ,2室1厅,87.36平米,东南,精装,中楼层(共27层),2010年,板楼
4,首套置业 小区中间位置 户型方正采光充足业主诚心出售,名佳花园一区 ,2室1厅,95.07平米,南北,简装,中楼层(共7层),null,板楼
5,四环内  品质洋房上跃  一套可品咖啡赏星辰的房子,鸿坤花语墅 ,4室2厅,146.79平米,南北,精装,顶层(共6层),null,板楼
6,满五年唯一 卫生间带窗户 无遮挡 采光好,珠江国际城八区 ,3室2厅,129.53平米,南北,简装,中楼层(共5层),2004年,板楼
7,石佛营西里小区 中间层 无遮挡 价格可聊 靠谱卖,石佛营西里小区 ,2室1厅,62.18平米,南北,简装,6层,null,板楼
8,北三环使用面积大同小区同户型商品房房本面积165.26平,冠城南园 ,3室2厅,146.6平米,东西南北,精装,高楼层(共24层),null,塔楼
9,地铁1号线四惠南向一居室，采光充足，满五年唯一,康家园 ,1室1厅,42.72平米,南,简装,高楼层(共6层),1994年,板楼
10,溪水花园八区 小区环境好 楼层适中,溪水花园八区 ,2室1厅,81.6平米,南北,其他,中楼层(共6层),null,暂无数据
11,松榆西里低楼层精装修三居室 满五唯一,松榆西里 ,3室1厅,73.01平米,南西北,精装,低楼层(共6层),null,板楼
12,望园西里 精装修一居室 中高楼层 采光好 诚心出售,望园西里 ,1室1厅,47.85平米,东西,精装,中楼层(共6层),null,板楼
13,流星花园三区 不临街不把边 中间楼层 一居室,流星花园三区 ,1室1厅,49.61平米,北,精装,高楼层(共11层),null,板塔结合
14,嘉华世纪南向一居室 无遮挡视野好 看房方便,嘉华世纪公寓 ,1室1厅,92.47平米,南,简装,中楼层(共18层),2003年,板楼
15,梵谷水郡小区三期2009年的房子4号楼24层,梵谷水郡 ,2室2厅,94.9平米,东东南南,简装,顶层(共24层),null,塔楼
16,二里庄 正南一居室 户型方正 明厨明卫,二里庄小区 ,1室1厅,43.1平米,南,简装,中楼层(共6层),1992年,板楼
17,《低密洋房社区》商品房满五年唯一，中楼层，南北一居,天通苑二区 ,1室1厅,61.32平米,南北,简装,中楼层(共6层),1999年,板楼
18,金泰丽湾悦栖山 正规三居室  南北通透楼层好,金泰丽湾悦栖山 ,3室1厅,121.14平米,南北,精装,21层,null,板楼
19,富力尚悦居A区 3室2厅 南 北,富力尚悦居A区 ,3室2厅,112.2平米,南北,精装,中楼层(共20层),null,板楼
20,万科青青家园 4-5层复式上下两层 动静分开 满五年,万科青青家园 ,3室2厅,177.92平米,南北,简装,中楼层(共5层),null,板楼
21,商品房本 满五唯一 南北通透 格局方正 采光好,绿丰家园 ,2室1厅,58.49平米,南北,简装,底层(共6层),null,板楼
22,双城公寓 2室1厅 西北,双城公寓 ,2室1厅,127.8平米,西北,简装,中楼层(共27层),null,塔楼
23,【东城】新中西街，低楼层两居室，近地铁公园。,新中西街 ,2室1厅,58.4平米,东西,简装,中楼层(共7层),null,板楼
24,格林云墅，南中轴机场商务区，花园洋房,格林云墅 ,3室1厅,89.35平米,南北,简装,中楼层(共9层),2016年,板楼
25,刷卡进团结湖公园 锦湖园公寓国企开发物业 精装两居室,锦湖园公寓 ,2室1厅,95.39平米,西北,精装,低楼层(共26层),2000年,塔楼
26,海棠湾一期 西向高楼层 无遮挡 无增值税 视野好,海棠湾一期 ,1室0厅,46.63平米,西,精装,高楼层(共27层),2010年,塔楼
27,中天国际，南向，满五年唯一，高层观景，挨着地铁,中天国际 ,1室1厅,46.76平米,南,精装,高楼层(共16层),null,塔楼
28,视野好，没有遮挡，看房方便，户型方正,菊园 ,2室1厅,58.28平米,南北,简装,高楼层(共6层),1995年,板楼
29,东领东向开间 满五唯一商品房 交通便利,东领鉴筑 ,1室0厅,63.97平米,东,简装,低楼层(共12层),2005年,板楼
30,艺苑西街9号院 满五年 中间层 正规两居,艺苑西街9号院 ,2室1厅,72.87平米,东西,简装,中楼层(共7层),null,板楼
31,福润四季A区，中高楼层，采光无遮挡，视野好,福润四季A区 ,2室1厅,76.45平米,南北,精装,中楼层(共17层),null,板楼
32,南北通透，楼层好，采光充足视野宽阔，满五唯一商品房,北大街南里 ,2室1厅,53.9平米,南北,简装,中楼层(共6层),1986年,板楼
33,远洋沁山水上品  一层两居室 出入方便,远洋沁山水上品 ,2室1厅,88.87平米,南北,简装,18层,2011年,板塔结合
34,冬季星空 地铁10+4号线角门西站 全明户型  舒适宜居,冬季星空 ,1室1厅,62.46平米,北,简装,低楼层(共16层),null,塔楼
35,晓月新城方正一居室，满五唯一，价格能谈,晓月新城 ,1室1厅,55.61平米,北,简装,中楼层(共24层),null,塔楼
36,梅园 2室1厅 南 北,梅园 ,2室1厅,54.3平米,南北,简装,底层(共6层),1992年,板楼
37,此房商品房满5年唯一住宅，小区中间位置，很安静,流星花园二区 ,2室1厅,83.79平米,南北,精装,6层,null,板楼
38,兰园中间位置中间楼层满五唯一一居,兰园 ,1室1厅,50.1平米,南,简装,中楼层(共6层),null,板楼
39,高楼层，满五唯一，朝南向，视野好，东二环单价6万,燕华苑 ,2室1厅,124.65平米,东南,简装,高楼层(共27层),null,板塔结合
40,公园2008.小区花园旁、边户、西南北三居室,北苑家园望春园 ,3室2厅,131.56平米,南西北,简装,高楼层(共14层),null,板楼
41,顺驰领海 观湖三居 南北通透 满五唯一,顺驰领海 ,3室2厅,170.78平米,南北,简装,高楼层(共20层),null,板楼
42,望都家园 2室2厅 南 北,望都家园 ,2室2厅,116.47平米,南北,简装,6层,null,板楼
43,西辛南区 3室1厅 南 北,西辛南区 ,3室1厅,95.26平米,南北,简装,6层,2003年,板楼
44,常营住欣家园  中间楼层  户型方正正规一居室,住欣家园 ,1室1厅,49.56平米,东南,简装,中楼层(共28层),null,塔楼
45,此房满五唯一，正规一居室，户型方正,房地远洋悦山水 ,1室1厅,56.04平米,南,精装,低楼层(共22层),null,板楼
46,三环里中间层客厅有明窗满五唯一,洋桥西里 ,2室1厅,53.9平米,南北,简装,6层,null,板楼
47,路劲·御合院....................................,路劲·御合院 ,4室2厅,263.23平米,南北,毛坯,3层,null,2021年
48,天龙华鹤 2室1厅 南,天龙华鹤 ,2室1厅,104.44平米,南,精装,高楼层(共29层),null,塔楼
49,大井南里 南北精装两居 不临路 近地铁,大井南里 ,2室1厅,53.46平米,南北,精装,高楼层(共6层),1989年,板楼
50,菊源南里小区 南北通透 满五年唯一 精装修两居,菊源南里 ,2室1厅,86.05平米,南北,精装,高楼层(共6层),2003年,板楼
51,泰禾拾景园中叠边户，南北通透，入户电梯，独立花园,泰禾拾景园 ,4室1厅,303.88平米,南北,精装,中楼层(共6层),null,板楼
52,滨河西里中区 地铁800m 一层的房子,滨河西里中区 ,2室1厅,52.17平米,东西,简装,底层(共6层),1994年,板楼
53,通州北苑杨庄小区精装小两居南北通透满五唯一,杨庄小区 ,2室1厅,65.82平米,南北,精装,顶层(共6层),1994年,板楼
54,中海长安雅苑一层标准一居室环境好,中海长安雅苑 ,1室1厅,56.64平米,南,精装,底层(共11层),null,板楼
55,洋桥 角门东里 地铁10号线角门东店 小区中间位置,角门东里 ,2室1厅,54.67平米,南北,简装,高楼层(共6层),null,板楼
56,豆角胡同，满两年，2层全南两居，,豆角胡同 ,2室1厅,44.46平米,南,简装,中楼层(共5层),null,板楼
57,大兴丽园C区，南北通透，三居室,丽园C区 ,3室2厅,121.02平米,南北,简装,高楼层(共6层),2008年,板楼
58,荣丰2008 二期南向复式 视野采光好，无遮挡,荣丰2008 ,1室1厅,32.71平米,南,精装,中楼层(共12层),null,塔楼
59,楼层高视野好，精装修省心入住，采光充足,首开熙悦山熹园1号院 ,2室1厅,83.13平米,南,精装,高楼层(共21层),null,板塔结合
60,此房满五年唯一，南北西三面采光，户型好，视野好,荔景园新区 ,3室1厅,102.59平米,南北,简装,高楼层(共11层),2014年,板塔结合
61,二环内 建功北里  97年分房 婚房装修 满五唯一,建功北里 ,2室1厅,65.14平米,东南,精装,低楼层(共14层),1998年,板楼
62,车公庄中里 双南两居 楼层高 采光好,车公庄中里 ,2室1厅,50.5平米,南,简装,顶层(共5层),1982年,板楼
63,沿湖小区精选三居南北通透采光地段好,沿湖小区 ,3室2厅,112.7平米,南北,简装,顶层(共6层),2017年,板楼
64,青岛嘉园  地铁沿线 满五唯一三居室 业主诚心出售,青岛嘉园 ,3室2厅,141.64平米,南北,简装,5层,2002年,板楼
65,富力公馆+高品质社区+层高2.95米+地暖社区！,富力城E区 ,1室1厅,95.99平米,北,精装,高楼层(共18层),2008年,塔楼
66,康泽佳苑两居室，不临街，精装修,康泽佳苑南区 ,2室1厅,52.94平米,南西,简装,28层,2014年,塔楼
67,翠林三里 南北通透两居室 价格可谈 诚心出售,翠林三里 ,2室1厅,62.79平米,南北,简装,中楼层(共6层),null,板楼
68,霞光里30号院  边户边户！满五唯一 明厨明卫,霞光里30号院 ,2室1厅,59.56平米,东南东北,简装,顶层(共6层),1992年,板楼
69,世界名园南区  带电梯 一梯两户 南北通透 采光好,世界名园南区 ,3室2厅,134.29平米,南北,毛坯,高楼层(共6层),2011年,板楼
70,南向一居，居住安静，层高3米、大落地窗，有钥匙可看,苹果社区北区 ,1室0厅,59.16平米,南,精装,21层,2008年,塔楼
71,四合欣园，正规一居室，满五唯一，只有契税,四合欣园 ,1室1厅,53.04平米,南,精装,高楼层(共20层),2014年,板楼
72,奥森公园旁正规三居两卫 看房方便 满五唯一,澳林春天二期 ,3室1厅,119平米,东东北东南,简装,中楼层(共24层),2002年,塔楼
73,鑫兆佳园 满五唯一 全明格局 诚意出售,柏林爱乐二期 ,2室1厅,111.54平米,南,精装,24层,null,塔楼
74,不临街 甘露园南里  中层客厅带窗 钢混结构 停车方便,甘露园南里 ,2室1厅,57.03平米,西南北,简装,中楼层(共6层),1994年,板楼
75,恒昌花园 近地铁 无遮挡 三居室  精装修 满五年唯一,恒昌花园 ,3室2厅,135.97平米,东,精装,高楼层(共28层),1999年,塔楼
76,迎风一里 低楼层 全南两居 明厨明卫 看房方便,迎风一里 ,2室1厅,55.78平米,南,精装,中楼层(共5层),null,板楼
77,康泽佳苑经典一居室，无浪费面积，格局方正,康泽佳苑南区 ,1室1厅,42.19平米,东北,简装,28层,2014年,塔楼
78,太平桥西里 电梯房西南两居 小区中间位置 地铁9号线,太平桥西里 ,2室1厅,60.9平米,西南,精装,低楼层(共21层),null,塔楼
79,玉林里小区 单独管理好 高楼层电梯房,玉林里小区 ,1室1厅,48.84平米,西南,简装,18层,null,塔楼
80,温泉花园B区，四层，满五唯一，采光视野好，诚心出售,温泉花园B区 ,2室1厅,81.96平米,南北,简装,中楼层(共7层),null,板楼
81,名佳花园三区 南北通透一居室 中间楼层 中间位置,名佳花园三区 ,1室1厅,64.72平米,南北,精装,6层,null,板楼
82,瀛永街46号院南北向低楼层两居室,永旭嘉园 ,2室1厅,88.33平米,南北,简装,底层(共16层),2015年,板楼
83,东南三环商品房世纪星家园高楼层采光好无遮挡一居室,世纪星家园 ,1室1厅,50.69平米,西,简装,中楼层(共29层),null,板塔结合
84,首地浣溪谷 满五唯一 优质两居 看房方便,首地浣溪谷 ,2室1厅,83.36平米,南北,精装,低楼层(共6层),2014年,板楼
85,房子不临街，中间楼层，采光好，无遮挡,春晖园 ,1室1厅,56.43平米,南,简装,中楼层(共6层),null,板楼
86,旭辉一合相满五唯一商品房南北通透精装修,旭辉一合相 ,2室2厅,88.2平米,南北,精装,6层,null,板楼
87,经理推荐 自住装修 采光好 满五唯一  套内面积大,首开熙悦山熹园3号院 ,2室1厅,84.43平米,南,精装,低楼层(共13层),2013年,板塔结合
88,北京丽泽金融商务区 靠谱签约两居室 交通便利,金都苑 ,2室1厅,76.54平米,西南,简装,中楼层(共29层),2006年,塔楼
89,世茂维拉 3室1厅 南 北,世茂维拉 ,3室1厅,100.13平米,南北,精装,低楼层(共12层),null,板塔结合
90,华清嘉园精装修俩居看房方便地铁近,华清嘉园 ,2室1厅,100.36平米,西北,精装,高楼层(共19层),2001年,塔楼
91,金隅万科城二期满五唯一东南两居中间楼层诚意出售,金隅万科城二期 ,2室1厅,84.85平米,东南,精装,中楼层(共28层),null,板塔结合
92,满五唯一，双卫，不临街，配套成熟,永达逸家 ,2室2厅,102.71平米,南,精装,底层(共13层),null,板塔结合
93,此房满五年唯一 全明户型三居室 电梯房 中楼层,望潮家园 ,3室2厅,124.32平米,南北,简装,19层,null,塔楼
94,利泽西园 经典小户型开间 满五唯一 诚意出售,利泽西园 ,1室0厅,49.33平米,北,精装,中楼层(共16层),null,塔楼
95,南北通透，楼层高，视野好，首套契税1%,清缘里中区 ,2室1厅,45.54平米,南北,简装,顶层(共10层),1998年,板楼
96,双地铁6+22加持，人车分流，电梯板楼，好楼层，不临街,天泰苑A8区 ,2室1厅,89.6平米,南北,简装,高楼层(共8层),null,板楼
97,南沙滩小区  中间层一居  97年楼龄,南沙滩小区 ,1室1厅,56.29平米,南,精装,中楼层(共6层),null,板楼
98,东方世纪嘉园房子前后不临街，户型方正，满五年唯一,世纪东方城 ,2室1厅,87.79平米,南,简装,中楼层(共12层),null,板楼
99,德茂小区南北通透精装修小两居，诚信出售,德茂小区 ,1室1厅,54.76平米,南北,精装,顶层(共6层),1994年,板楼
100,石佛营东里 全南向 高层电梯两居 电梯直达 采光好,石佛营东里小区 ,2室1厅,72.94平米,南,简装,低楼层(共18层),null,塔楼
101,急售北京城建琨廷北区2室2厅 花园洋房集中供暖两居室,北京城建琨廷北区 ,2室2厅,85.61平米,南北,简装,低楼层(共15层),2014年,板楼
102,东三环 三里屯 白家庄东里 明厨明卫 无遮挡 采光佳,白家庄东里 ,2室1厅,53.09平米,南,简装,底层(共4层),null,板楼
103,港馨家园西区  满五年唯一 南北通透 独立2居,港馨家园西区 ,2室1厅,90.15平米,南北,简装,中楼层(共6层),2006年,板楼
104,南北通透两居室，诚心卖，看房方便,平原里小区 ,2室1厅,67平米,南北,简装,中楼层(共6层),null,板楼
105,酒仙桥十二街坊 近朝阳公园东风北桥 南北通透全明格局,酒仙桥十二街坊 ,2室1厅,58.47平米,南北,精装,底层(共6层),1986年,板楼
106,都市经典一居 正对小区 无遮挡 户型方正 满五唯一,都市经典家园 ,1室1厅,68.74平米,西,简装,低楼层(共26层),2003年,塔楼
107,店长推荐 翠微中里 财政部家属楼 院中院管理 正,翠微中里 ,1室1厅,45.3平米,南,精装,高楼层(共6层),null,板楼
108,青塔秀园 2室1厅 南 北,青塔秀园 ,2室1厅,58.95平米,南北,简装,高楼层(共6层),null,板楼
109,阳光城檀悦 4室1厅 南 北,阳光城檀悦 ,4室1厅,216.7平米,南北,毛坯,底层(共4层),null,暂无数据
110,龙乡东区南北向一居室，中间楼层，满五唯一商品房！,龙乡东区 ,1室1厅,56.19平米,南北,简装,中楼层(共6层),null,板楼
111,南海子公园旁  精装修 高楼层  电梯直达 随时签约,南海家园四里 ,2室1厅,79.28平米,南北,精装,高楼层(共18层),2012年,板楼
112,卢沟桥南里（安静小区、还近地铁）,卢沟桥南里 ,2室1厅,53.25平米,东南西,精装,中楼层(共6层),1988年,板楼
113,迎风二里 低楼层 南北通透小三居 看房方便,迎风二里 ,3室1厅,61.94平米,南北,简装,中楼层(共5层),null,板楼
114,新于庄园，南北两居室，西边户，不临街,新于庄园 ,2室1厅,81.98平米,南北,精装,低楼层(共11层),null,板楼
115,急售 通州商务区， 地铁6号线，物资学院两居，落地窗,天赐良园二期 ,2室1厅,107.74平米,南北,精装,中楼层(共7层),2002年,板楼
116,满五年唯一 南北通透，换房诚售，户型方正，布局合理,复兴南里 ,2室2厅,81.9平米,南北,精装,顶层(共6层),1998年,板楼
117,满五唯一，全南一居，高楼层，采光视野好,加州水郡三期 ,1室1厅,58.61平米,南,精装,中楼层(共15层),2009年,板楼
118,总监推荐 金隅花石匠二期东区 南北通透 精装修,金隅花石匠二期东区 ,3室2厅,113.97平米,南北,精装,高楼层(共15层),null,板楼
119,随时可看有钥匙 郝庄家园西区 满五唯一 全明格局一居,郝庄家园西区 ,1室1厅,58.79平米,南北,精装,中楼层(共6层),null,板楼
120,西坝河北里 满五唯一 中间楼层 朝南无遮挡,西坝河北里 ,1室1厅,42.29平米,东南,简装,中楼层(共6层),1987年,板楼
121,斯是lou室，人皆地0，谈小有鸿ru，往来无白ding,安慧北里逸园 ,2室1厅,84.37平米,西南北,精装,高楼层(共26层),2000年,塔楼
122,四合巷小区 3室1厅 南 北,四合巷小区 ,3室1厅,80.24平米,南北,简装,6层,1992年,板楼
123,优士阁，双地铁7号线10号线双井站满五唯一,优士阁 ,3室1厅,141.85平米,西北,精装,高楼层(共30层),2004年,塔楼
124,人车分流+全屋地暖+新风系统+园林景观+自住精装修,K2清水湾 ,1室1厅,60.7平米,东北,简装,高楼层(共27层),2012年,板塔结合
125,田家园小区正规两居室南北通透满五唯一,田家园小区 ,2室1厅,90.02平米,南北,精装,低楼层(共6层),2003年,板楼
126,恒大御景湾东区全南两居室。正观湖景满五唯一次新房,恒大御景湾东区 ,2室2厅,89.67平米,西南,精装,中楼层(共20层),null,板楼
127,石佛营西里 99年钢混4层 精装修一居 带车位,石佛营西里小区 ,1室1厅,60.45平米,南北,精装,15层,null,板楼
128,此房满五唯一，高层视野好，业主靠谱卖，户型方正,嘉润花园 ,3室1厅,131.74平米,西,简装,高楼层(共30层),null,塔楼
129,城市绿洲花园  双明卫南北3居有车位  电梯洋房不临街,城市绿洲花园 ,3室2厅,136.85平米,南北,精装,高楼层(共9层),null,板楼
130,华瀚福园D区 2室1厅 南,华瀚福园D区 ,2室1厅,65.24平米,南,简装,18层,null,板楼
131,西城区  荣丰2008小区  二期复式  满五唯一,荣丰2008 ,1室1厅,35.18平米,东南,精装,高楼层(共10层),2005年,塔楼
132,中建一局家属楼建筑质量好把边带窗户无遮挡视野好,望花路东里 ,2室1厅,61.04平米,南北,精装,顶层(共6层),null,板楼
133,晓月苑一里两居室低楼层诚心出售,晓月苑一里 ,2室1厅,56.63平米,南北,简装,底层(共6层),null,板楼
134,总监推荐白纸坊大两居，满五唯一商品房，电梯免费停车,北樱桃园17号院 ,2室2厅,84.26平米,南北,简装,中楼层(共14层),null,板楼
135,知春里 中间楼层三居室 把边户型 随时看房,知春里 ,3室1厅,60.1平米,南西北,简装,低楼层(共6层),1987年,板楼
136,珠江罗马嘉园西区 3室1厅 近地铁,珠江罗马嘉园西区 ,3室1厅,119.51平米,西南,简装,22层,2005年,板塔结合
137,亚林西居住区8号院 低楼层 密度低,亚林西居住区8号院 ,2室1厅,88.17平米,南,简装,26层,null,板楼
138,华采嘉园小区环境好南北通透三居室停车方便,华采嘉园 ,3室1厅,154.29平米,南北,精装,10层,null,板楼
139,万象新天罗兰大道 南北三居室 满五唯一 精装修 中间层,万象新天罗兰大道 ,4室2厅,147.94平米,南西北,精装,15层,null,板楼
140,枣园小区 南北通透 满五年唯一 精装修拎包入住,枣园小区 ,3室1厅,80.29平米,南北,精装,中楼层(共6层),1995年,板楼
141,总监推荐六铺炕小区有电梯次顶层西南朝向,六铺炕 ,2室1厅,61.61平米,西南,简装,高楼层(共16层),1992年,塔楼
142,华润小区  邻凉水河 视野好 采光好 一手房东诚意出售,华润小区 ,2室1厅,68.32平米,西南,简装,高楼层(共16层),null,塔楼
143,金色漫香苑 南北通透，不临街，电梯入户，出行方便,金色漫香苑 ,2室1厅,87.87平米,南北,简装,低楼层(共8层),null,板楼
144,安慧里二区 全明格局三居室 采光好视野好 满五年,安慧里二区 ,3室1厅,85.13平米,西南北,精装,中楼层(共25层),null,塔楼
145,金隅滨和园1号院 2室1厅 南,金隅滨和园1号院 ,2室1厅,68.22平米,南,精装,高楼层(共31层),2014年,板楼
146,新街口东街 南北两居室 不临街 中间楼层 只有契税,新街口东街 ,2室1厅,58.1平米,南北,简装,中楼层(共6层),1980年,板楼
147,壹线国际南向落地窗 一梯四户板楼两居满五唯一,壹线国际 ,1室1厅,60.13平米,南,简装,中楼层(共9层),null,板楼
148,科源小区南北通透 本小区里面的新楼 诚意出售产权清晰,科源小区 ,2室1厅,56.8平米,南北,精装,低楼层(共6层),1988年,板楼
149,电梯西南三居室，近地铁，户型方正,安贞里 ,3室1厅,81.97平米,西南,毛坯,低楼层(共17层),null,塔楼
150,霞光里30号院满五唯一，通透户型，有装修，安静不临街,霞光里30号院 ,2室1厅,54.97平米,南北,简装,顶层(共6层),null,板楼
151,花园社区逸成东苑 东南向1居 采光好 不遮挡 价格低,逸成东苑 ,1室1厅,54.68平米,东南,简装,22层,2003年,塔楼
152,康泽佳苑南区 满五唯一 商品房 采光好,康泽佳苑南区 ,2室1厅,53.96平米,南北,毛坯,18层,2014年,板楼
153,行宫园 2室1厅 南 北,行宫园 ,2室1厅,95.79平米,南北,简装,13层,2000年,板塔结合
154,太平桥东里 2室1厅 南 北,太平桥东里 ,2室1厅,58.4平米,南北,精装,中楼层(共6层),null,板楼
155,怡锦园 人车分流小区 双地铁 小区环境好,怡锦园 ,2室2厅,104.1平米,西南,简装,低楼层(共30层),2003年,塔楼
156,臻园南向两居室，客厅带阳台，主卧次卧有飘窗，方便看,臻园 ,2室1厅,85.51平米,南,精装,低楼层(共18层),2014年,板楼
157,西城区 三义东里电梯楼高楼层西南两居室 满五年唯一,三义东里 ,2室1厅,56.05平米,西南,简装,高楼层(共16层),null,塔楼
158,DBC加州小镇C区精装三居南北通透明厨明卫,DBC加州小镇C区 ,3室2厅,134.04平米,南北,精装,中楼层(共18层),2011年,板楼
159,果园西小区南北通透    板楼  格局方正  大阳台,果园西小区 ,2室1厅,101.24平米,南北,精装,中楼层(共7层),2001年,板楼
160,3层全南向，明厨明卫，看房随时,慧忠里D区 ,1室1厅,46.71平米,南,精装,中楼层(共6层),1993年,板楼
161,南竺园三层边户客厅带窗户采光充足楼龄新1999年的房子,南竺园 ,2室1厅,60.73平米,南北东,其他,中楼层(共6层),null,板楼
162,泥洼路32号院 南北通透 小区干净整洁,泥洼路32号院 ,2室1厅,63.39平米,南北,简装,底层(共6层),1994年,板楼
163,金隅滨和园1号院 2室1厅 南,金隅滨和园1号院 ,2室1厅,68.22平米,南,精装,高楼层(共31层),2014年,板楼
164,新街口东街 南北两居室 不临街 中间楼层 只有契税,新街口东街 ,2室1厅,58.1平米,南北,简装,中楼层(共6层),1980年,板楼
165,安慧里二区 全明格局三居室 采光好视野好 满五年,安慧里二区 ,3室1厅,85.13平米,西南北,精装,中楼层(共25层),null,塔楼
166,甘露园 新上南北2居室 满五年唯一,甘露园南里 ,2室1厅,57.36平米,南北,简装,高楼层(共6层),1993年,板楼
167,西城 广外  手帕口四居室田字格  方方正正,手帕口北街 ,4室0厅,73.32平米,南北,简装,底层(共5层),null,板楼
168,安慧里二区 2室2厅 东南,安慧里二区 ,2室2厅,69.32平米,东南,精装,低楼层(共25层),1996年,塔楼
169,百荣嘉园 2室1厅 南 北,百荣嘉园 ,2室1厅,74.17平米,南北,简装,低楼层(共21层),null,板塔结合
170,京洲世家，正规两居室，电梯房，小区环境好,京洲世家 ,2室1厅,94.26平米,西南,精装,低楼层(共9层),null,板楼
171,精装修，户型方正，视野开阔，采光充足，业主诚心出售,长城溪溪小镇 ,2室1厅,82.99平米,南北,简装,底层(共1层),null,暂无数据
172,南三环 方庄桥 全南向 带电梯 一居室,方泽园 ,1室1厅,66.44平米,南,简装,中楼层(共12层),null,板楼
173,房子是东西两居，价位低，出行方便,三环新城7号院 ,2室1厅,80.19平米,东西北,精装,底层(共29层),null,板塔结合
174,宾阳北里 南北通透 精装修   中间楼层  采光好,宾阳北里 ,2室1厅,64.27平米,南北,简装,中楼层(共6层),null,板楼
175,东三环双井，南向落地窗，采光视野无遮挡。看房随时,苹果社区北区 ,1室0厅,64.1平米,南,精装,21层,null,塔楼
176,优士阁，双地铁7号线10号线双井站满五唯一,优士阁 ,3室1厅,141.85平米,西北,精装,高楼层(共30层),2004年,塔楼
177,珠江罗马嘉园西区 3室1厅 近地铁,珠江罗马嘉园西区 ,3室1厅,119.51平米,西南,简装,22层,2005年,板塔结合
178,知春里 中间楼层三居室 把边户型 随时看房,知春里 ,3室1厅,60.1平米,南西北,简装,低楼层(共6层),1987年,板楼
179,四合巷小区 3室1厅 南 北,四合巷小区 ,3室1厅,80.24平米,南北,简装,6层,1992年,板楼
180,此房满五年家庭唯一住房，业主诚心出售，价格还能商量,黄村中里 ,2室1厅,66.04平米,南,简装,中楼层(共6层),1993年,板楼
181,*联港嘉园D区” *文新南街272号院”,联港嘉园D区 ,2室1厅,88.8平米,西南北,精装,底层(共15层),2012年,塔楼
