chaoxiang,detailUrl,huxing,jiegou,louceng,mianji,nianfen,picUrl,position,price,title,zhangxiu
 东南 ,https://bj.lianjia.com/ershoufang/101121807224.html,2室1厅 , 塔楼, 低楼层(共22层)  , 96.14平米 ,null,https://vrlab-image4.ljcdn.com/release/screenshot/auto3d-PSri014IAsLJ2X4VwdP6Fu/2c0c49334cb073ce527623b3b5ad8c59/1701228691_3/pc0_fEjXiLnoe.jpg,世纪村西区 ,"55,128元/平",世纪村西区两室一厅一卫，满五唯一，采光好，随时可看, 简装 
 南 ,https://bj.lianjia.com/ershoufang/101120526968.html,2室2厅 , 板楼, 27层  , 82.26平米 ,null,https://vrlab-image4.ljcdn.com/release/auto3dhd/643f463b6cd759b47d6266e7ce7da31c/screenshot/1691744236_6/pc0_EDSkYpwJC.jpg,柏林郡 ,"54,705元/平",柏林郡开发商精装修，带电梯两居室，全南向，2019年房, 精装 
 东南 南 ,https://bj.lianjia.com/ershoufang/101123307858.html,2室1厅 , 塔楼, 低楼层(共18层) , 72.7平米 , 1994年 ,https://vrlab-image4.ljcdn.com/release/screenshot/auto3d-OXVWOwc_YbNAR5Sn7ZM2_m/ea5f7038eb5093cd7bcd34af876b8ecd/1710144501_3/pc0_L48VSmBeh.jpg,农光东里 ,"59,148元/平",此房精装修，东南朝向，明厅，双卧南向，交通便利。, 精装 
 西北 ,https://bj.lianjia.com/ershoufang/101123639350.html,3室1厅 , 板塔结合, 低楼层(共9层) , 143.46平米 , 2006年 ,https://vrlab-image4.ljcdn.com/release/auto3dhd/aec74799666cc80b35f546d650644496/screenshot/1680770589_3/pc0_Nj6CNJ0uF.jpg,壹线国际 ,"41,754元/平",此房满五唯一，户型方正，落地窗，靠谱出售。, 精装 
 南 北 ,https://bj.lianjia.com/ershoufang/101122977435.html,2室2厅 , 板楼, 中楼层(共7层)  , 90.53平米 ,null,https://vrlab-image4.ljcdn.com/release/screenshot/auto3d-3ZHaqaTx4-dhvEelkxPvwv/2217dc9796396eeeb7e6374f59a7e1d8/1711503272_1/pc0_H1hatRj7b.jpg,新潮嘉园一期 ,"30,156元/平",此房满五唯一，南北通透，全明格局，采光好视野佳, 简装 
 南 北 ,https://bj.lianjia.com/ershoufang/101119621597.html,3室2厅 , 塔楼, 中楼层(共11层) , 131.3平米 , 2008年 ,https://vrlab-image4.ljcdn.com/release/auto3dhd/a92515bb83b0a8e1fcd8377835381d23/screenshot/1689930017_0/pc0_pIwY4U4fN.jpg,珠江御景 ,"29,703元/平",珠江御景 3室2厅 南 北, 其他 
 南 北 ,https://bj.lianjia.com/ershoufang/101122674452.html,3室1厅 , 板楼, 底层(共6层) , 87.2平米 , 1998年 ,https://vrlab-image4.ljcdn.com/release/screenshot/auto3d-nowFFMH_GapNFrpYy_PppQ/b4b3fe970f39ea7a17d5f4d4de9468c8/1705554797_7/pc0_9dxY86wXh.jpg,观音寺北里 ,"29,358元/平",观音寺北里，一层，明厅三居，南北阳台，看房随时, 简装 
 南 北 ,https://bj.lianjia.com/ershoufang/101121567332.html,2室1厅 , 板楼, 底层(共3层)  , 50.1平米 ,null,https://vrlab-image4.ljcdn.com/release/screenshot/auto3d-XwfeNoY3k4Bge7KUINTLc9/923cf42ae8cdd0bea9ec53ce6d6d309b/1699671646_4/pc0_1PLBjPKdl.jpg,北分厂 ,"66,468元/平",海淀北部新区安静社区地铁和环保科技园满五唯一商品房, 简装 
 南 北 ,https://bj.lianjia.com/ershoufang/101123819958.html,3室1厅 , 板楼, 低楼层(共6层) , 86.37平米 , 1991年 ,https://vrlab-image4.ljcdn.com/release/screenshot/auto3d-vkDVbqELZhzRs6iYoRBXG7/a68c81cef0778910a1b9a8a283fb598c/1712729870_13/pc0_n1uPJ2Hqe.jpg,华严北里小区 ,"83,131元/平",华严北里 院中院 南北通透 双阳台 大客厅 2层, 简装 
 南 北 ,https://bj.lianjia.com/ershoufang/101123567320.html,2室1厅 , 板楼, 6层  , 62.6平米 ,null,https://vrlab-image4.ljcdn.com/release/screenshot/auto3d-1Wq53z_OXAatVDgcVld2Mg/342c19978aab7e91a5108e4227e15518/1695543484_9/pc0_mGsWJi7Zv.jpg,南环里 ,"33,387元/平",泽杰丽景2008年商品房，正规2居室, 简装 
 南 北 ,https://bj.lianjia.com/ershoufang/101122606483.html,2室1厅 , 板楼, 中楼层(共6层) , 62.06平米 , 1997年 ,https://vrlab-image4.ljcdn.com/release/screenshot/auto3d-Omswu4v2Cpcp_GbA71cz19/42a831e484ea2248a50c7b0926df4d2a/1705197874_4/pc0_9xAgU91PQ.jpg,南湖东园二区 ,"69,288元/平",南湖东园二区板楼不临街，中间层南北通透，采光视野好, 精装 
 南 ,https://bj.lianjia.com/ershoufang/101123317057.html,1室1厅 , 板楼, 中楼层(共6层)  , 47.63平米 ,null,https://vrlab-image4.ljcdn.com/release/screenshot/auto3d-NckEeIjp6rojqSgTY4H7dY/1509e76e887871d23f34158a4e561573/1709977638_2/pc0_yXhGG4eph.jpg,南竹杆胡同 ,"116,524元/平",南竹杆胡同 中间楼层 视野宽阔 采光充足  双阳台, 精装 
 南 ,https://bj.lianjia.com/ershoufang/101123299652.html,1室1厅 , 板塔结合, 高楼层(共31层) , 56.39平米 , 2014年 ,https://vrlab-image4.ljcdn.com/release/screenshot/auto3d--SPUansEA_7sKEYk9N3Hvg/7fe3d53bbe86ee5c73e55b7aaf1b44b1/1701937497_2/pc0_LAPVDkm5H.jpg,金隅滨和园燕堤中街6号院 ,"26,424元/平",金隅滨和园2014年房屋，首付60万，精装修有电梯, 精装 
 南 ,https://bj.lianjia.com/ershoufang/101123329065.html,2室2厅 , 板楼, 中楼层(共23层) , 84.6平米 , 2016年 ,https://vrlab-image4.ljcdn.com/release/screenshot/auto3d-e7NhV3sZTJWcgBd15J6ASi/f499c46e6836c6a2026ca2854a29baff/1710126279_0/pc0_3CtltRiPV.jpg,保利紫荆香谷北区 ,"44,327元/平",保利紫荆香谷北区 2室2厅 南, 精装 
 南 北 ,https://bj.lianjia.com/ershoufang/101117878791.html,2室1厅 , 板楼, 顶层(共18层)  , 111.69平米 ,null,https://vrlab-image4.ljcdn.com/release/auto3dhd/c25a1b66d52af9cc9abf02c8efb98118/screenshot/1661064762_16/pc0_e8NcYVfuU.jpg,宣海家园 ,"61,779元/平",宣海家园 2008年小区  周边配套齐全 产权清晰, 简装 
 南 ,https://bj.lianjia.com/ershoufang/101122761911.html,1室1厅 , 板楼, 底层(共6层)  , 58.28平米 ,null,https://vrlab-image4.ljcdn.com/release/screenshot/auto3d-kTqS-Pb2BnLCkzFIqvFn7m/b128e740a9dae534252818923b19e987/1711249472_0/pc0_RaT8Wrrfa.jpg,兴海家园月苑 ,"46,157元/平",四环外 4号线 西红门 兴海家园月苑 纯南一居 看房随时, 精装 
 南 北 ,https://bj.lianjia.com/ershoufang/101121748129.html,2室1厅 , 板楼, 低楼层(共6层)  , 67.76平米 ,null,https://vrlab-image4.ljcdn.com/release/screenshot/auto3d-un8u3mgaMlVoSmBmznK2qM/e674e759647f025cf4c46b60aa372ef8/1699165908_0/pc0_epnnflJRb.jpg,同泽园西里 ,"39,699元/平",同泽园西里  低楼层两居  精装修  南北通透, 精装 
 南 北 ,https://bj.lianjia.com/ershoufang/101123233151.html,3室2厅 , 板楼, 顶层(共6层)  , 115.75平米 ,null,https://vrlab-image4.ljcdn.com/release/screenshot/auto3d-ID6PJ1ZU3AA4YYdM9vkCam/54225f4d553d7ab96d90feccc02a6ad8/1709711251_0/pc0_0vh6y7JPK.jpg,燕城苑南区 ,"22,376元/平",店长推荐！满五年唯一，南北通透，全明格局, 简装 
 南 北 ,https://bj.lianjia.com/ershoufang/101120939519.html,2室1厅 , 板楼, 底层(共6层) , 49.85平米 , 1985年 ,https://vrlab-image4.ljcdn.com/release/auto3dhd/d514cc7cbdc5aa5e976fffe06a503947/screenshot/1694075572_0/pc0_iS1sw6zyS.jpg,延静东里 ,"63,792元/平",延静东里  南北两居室  满五唯一  采光好 近地铁, 精装 
 南 北 ,https://bj.lianjia.com/ershoufang/101123389579.html,2室2厅 , 塔楼, 低楼层(共11层) , 111.22平米 , 2012年 ,https://vrlab-image4.ljcdn.com/release/screenshot/auto3d-s9FgasUD-J06R-KP950LxQ/aa277257d9ef75f60846c9ab7b5bc55e/1710566424_3/pc0_AwyEuoJHy.jpg,长景新园 ,"26,525元/平",近地铁，南北通透，一梯两户，带电梯，双卫精装两居, 简装 
 南 北 ,https://bj.lianjia.com/ershoufang/101123061544.html,3室1厅 , 板楼, 5层  , 110.6平米 ,null,https://vrlab-image4.ljcdn.com/release/screenshot/auto3d-CokaSVso-XzX2Opoaeue39/4c4bb94de2f6443bd2270628bc87b603/1699606683_2/pc0_Z3BTvwUC0.jpg,岔道小区 ,"8,138元/平",岔道小区 3室1厅 南 北, 精装 
 南 北 ,https://bj.lianjia.com/ershoufang/101123265103.html,2室1厅 , 板楼, 中楼层(共5层)  , 69.04平米 ,null,https://vrlab-image4.ljcdn.com/release/screenshot/auto3d-aa9M_Cof_Vhsj_HoRA1iMh/4a6e6c28970bce9c3c137efbf2dfd799/1709870646_0/pc0_ovbfBTsfE.jpg,金台里 ,"52,144元/平",国贸附近金台里 南北两居室 明厨明卫 中间层, 简装 
 南 北 ,https://bj.lianjia.com/ershoufang/101123594999.html,3室2厅 , 板楼, 中楼层(共18层) , 140.86平米 , 2014年 ,https://vrlab-image4.ljcdn.com/release/screenshot/auto3d-rdDrg7seBJKKGQKEs-FeyD/caa41b49994ad4bdf38425ba700e24f5/1711506513_0/pc0_XEFZcNPV0.jpg,鲁能7号院水岸公馆 ,"30,172元/平",鲁能水岸，精装修大三居，中楼层，保养好，诚心出售, 精装 
 东 西 ,https://bj.lianjia.com/ershoufang/101120230104.html,2室1厅 , 板楼, 顶层(共6层) , 104平米 , 2001年 ,https://vrlab-image4.ljcdn.com/release/auto3dhd/b3cfa0a3377f4b15cdc977ab4a8cb03f/screenshot/1691222909_13/pc0_75bDDhZk4.jpg,天通苑四区 ,"26,731元/平",天通苑四区，双通透户型，看房有钥匙，低密度小区！, 精装 
 东南 西北 ,https://bj.lianjia.com/ershoufang/101121723006.html,3室2厅 , 板塔结合, 底层(共8层) , 238.52平米 , 1998年 ,https://vrlab-image4.ljcdn.com/release/screenshot/auto3d-LtvR8v1Y5LKkCLuKjcQNT4/48eed6328276009b12b0162b61cbfd2b/1699165799_0/pc0_0bUZBkWLB.jpg,碧湖居 ,"48,214元/平",朝阳公园 碧湖居达尔文物业，24小时管家式服务！, 简装 
 南 北 ,https://bj.lianjia.com/ershoufang/101122786543.html,2室2厅 , 板楼, 18层 , 93.05平米 , 2008年 ,https://vrlab-image4.ljcdn.com/release/screenshot/auto3d-RZXSz5gf3fvFxrVSqgOF_a/eded27bfeefdc0c91e9d9b79d8aa7bca/1706242448_0/pc0_0CTg6UgLL.jpg,保利香槟花园 ,"112,843元/平",保利香槟二居 南北双通透 全明格局 两梯四户 人车分流, 精装 
 东北 ,https://bj.lianjia.com/ershoufang/101121642314.html,2室2厅 , 塔楼, 高楼层(共24层) , 146.15平米 , 2004年 ,https://vrlab-image4.ljcdn.com/release/screenshot/auto3d-lzrjARxZQG1IW9JtpnZA1p/9740d8b324d7ff2ce7237b6ff829db51/1699585035_8/pc0_2SDVEBIM3.jpg,润枫德尚苑 ,"47,212元/平",润枫德尚苑 大理石外面 大两居室 可看房高楼层无遮挡, 简装 
 南 北 ,https://bj.lianjia.com/ershoufang/101121705880.html,1室1厅 , 塔楼, 中楼层(共22层)  , 43.49平米 ,null,https://vrlab-image4.ljcdn.com/release/screenshot/auto3d-JGkyv6afg2zTlMV95Yh54x/00a936ce4433f61593f7e4770b4b7141/1703406652_8/pc0_5SXaYBOOo.jpg,左家庄东里 ,"66,223元/平",左家庄东里97楼龄钢混1居室还南北通透明厨明卫少见, 简装 
 南 北 ,https://bj.lianjia.com/ershoufang/101121455679.html,2室2厅 , 板楼, 低楼层(共11层) , 115.86平米 , 2002年 ,https://vrlab-image4.ljcdn.com/release/screenshot/auto3d-DUlUbimFoi6p5vFr3TpFwt/277735c8852bd3e53f59028299264b3b/1697174119_0/pc0_c1UjwOb3P.jpg,当代城市家园 ,"85,448元/平",当代城市家园 新上 双卫两居 电梯板楼 南北通透, 精装 
 东 西 ,https://bj.lianjia.com/ershoufang/101122700538.html,3室1厅 , 塔楼, 低楼层(共12层)  , 77.39平米 ,null,https://vrlab-image4.ljcdn.com/release/screenshot/auto3d-Ce2gqVcbF3myMKQ4PyPLlS/c2580a63507ef89560fe479557b8b286/1705628753_5/pc0_3JjPe1X4z.jpg,三里屯南路 ,"89,159元/平",白家庄 三里屯南路 外交部家属楼 满五年 封闭管理, 简装 
 北 南 ,https://bj.lianjia.com/ershoufang/101118351944.html,3室2厅 , 板楼, 低楼层(共6层)  , 125.17平米 ,null,https://vrlab-image4.ljcdn.com/release/auto3dhd/995ef21ce3ba76b8c6f12f141b025e8b/screenshot/1678590669_4/pc0_dxWUDvmWW.jpg,沁园春景 ,"12,384元/平",南北户型，户型好，采光充足，配套齐全，交通方便, 简装 
 南 ,https://bj.lianjia.com/ershoufang/101123899428.html,1室1厅 , 板塔结合, 中楼层(共20层)  , 70.8平米 ,null,https://vrlab-image4.ljcdn.com/release/screenshot/auto3d-ey7ytsjgqcbCO9Dgj46XUL/83cc25ec8088771122507564524cbbed/1712973571_2/pc0_htehGzViy.jpg,铭品嘉苑 ,"22,741元/平",铭品嘉苑70.30平米 好房出售 中间楼层 南向 户型方正, 毛坯 
 东南 西北 ,https://bj.lianjia.com/ershoufang/101123424616.html,2室1厅 , 板楼, 高楼层(共9层) , 120.72平米 , 2000年 ,https://vrlab-image4.ljcdn.com/release/screenshot/auto3d-EyYqdjt59s6_eZvY_irw2W/7e62eb1bbaf7617e567f86ea2e3df410/1710984228_17/pc0_aGbbHy9PD.jpg,银枫家园 ,"49,288元/平",房子是商品房社区，户型好，南北通透，带双卫, 简装 
 南 北 ,https://bj.lianjia.com/ershoufang/101123429691.html,2室1厅 , 板楼, 顶层(共6层) , 75.91平米 , 1997年 ,https://vrlab-image4.ljcdn.com/release/screenshot/auto3d-FQpKaHae-T7hLt3lI9-Dxc/edf7236b17f73b36edd5b79647f3dd11/1710658985_10/pc0_JZ066e3RO.jpg,佳和园老区 ,"26,216元/平",南北通透两居室，板楼公摊面积小，有钥匙随时看房。, 简装 
 南 北 ,https://bj.lianjia.com/ershoufang/101123455047.html,3室1厅 , 板楼, 中楼层(共6层) , 90.69平米 , 1996年 ,https://vrlab-image4.ljcdn.com/release/screenshot/auto3d-hWDA0mpqWzhuWvBbYlsxIg/50532bb8ebb14d15b2e151e3a984795c/1710751931_0/pc0_pKBfpxKOc.jpg,东兴一区 ,"31,867元/平",精装修三居室 满五年唯一看房子随时, 精装 
 南 北 ,https://bj.lianjia.com/ershoufang/101123457363.html,3室2厅 , 板楼, 底层(共6层) , 116.75平米 , 2003年 ,https://vrlab-image4.ljcdn.com/release/screenshot/auto3d-kSJ2DPTxD9a74UhLMam0Ml/2b42bbb67d189b8f2cf1217036f3dd84/1710661056_3/pc0_FBauoyxGO.jpg,恋日绿岛 ,"62,185元/平",恋日绿岛 三居室 南北通透 有车位, 精装 
 南 北 ,https://bj.lianjia.com/ershoufang/101123304706.html,2室1厅 , 板塔结合, 顶层(共15层) , 71.45平米 , 2013年 ,https://vrlab-image4.ljcdn.com/release/screenshot/auto3d-0mI8wTnCvZeWBhPVo3TIoa/f1df035ce2d94e630e71084cb9794dd3/1710490790_0/pc0_RQTBQPjTx.jpg,长馨园 ,"24,913元/平",长馨园 2室1厅 南 北, 毛坯 
 南 北 ,https://bj.lianjia.com/ershoufang/101122951742.html,3室1厅 , 板楼, 低楼层(共13层) , 96.4平米 , 2016年 ,https://vrlab-image4.ljcdn.com/release/screenshot/auto3d-qSs6hpCrOwB1t1FNgtaOmT/10375a80adb2966d28e94bd5bff5936d/1709360185_8/pc0_Za1jkeo10.jpg,万科幸福汇 ,"18,984元/平",万科幸福汇 3室1厅 南 北, 精装 
 南 ,https://bj.lianjia.com/ershoufang/101123514795.html,2室1厅 , 板楼, 中楼层(共13层) , 85.75平米 , 2016年 ,https://vrlab-image4.ljcdn.com/release/screenshot/auto3d-uPCdHCdAiGkU9KhL4nQa3n/0dfb7754f2974efd795d9802d51101a1/1698387782_2/pc0_6TceXBxrh.jpg,泰晤士印象 ,"19,359元/平",泰晤士印象 南向二居室 精装修  前方无遮挡, 精装 
 南 北 ,https://bj.lianjia.com/ershoufang/101123738024.html,3室1厅 , 板塔结合, 中楼层(共27层) , 130.64平米 , 2005年 ,https://vrlab-image4.ljcdn.com/release/screenshot/auto3d-AD1ZpAmgIlYFzEwEILE3gj/af57c75d7b14f7d47c586aca0629b765/1712292342_0/pc0_ZkVQ8mxjR.jpg,泰华滨河苑 ,"57,410元/平",上下两层复式 南北通透 精装修 诚意出售 三居室, 精装 
 南 北 ,https://bj.lianjia.com/ershoufang/101120985313.html,2室1厅 , 板楼, 中楼层(共6层)  , 77.59平米 ,null,https://vrlab-image4.ljcdn.com/release/screenshot/auto3d-2mYPmLE-xNK23AMIN65s_B/bacc163430a4ca7ca274c7174fea0047/1695351926_5/pc0_LHojLk2tD.jpg,草桥欣园18号院 ,"68,953元/平",草桥欣园18号院，带电梯，一层两户，南北通透, 精装 
 南 北 ,https://bj.lianjia.com/ershoufang/101122835036.html,4室2厅 , 联排别墅, 3层  , 171.71平米 , 板楼 ,https://vrlab-image4.ljcdn.com/release/screenshot/auto3d-tVtBt2HDAMuHia35mW1qo0/03f9f794aa7f790d2bd7eaef2a5271f6/1706671210_6/pc0_75Urhfnbt.jpg,翡翠城三期 ,"51,832元/平",900万以内的联排别墅 安静舒适, 简装 
 东 西 ,https://bj.lianjia.com/ershoufang/101115471737.html,3室1厅 , 板塔结合, 高楼层(共19层) , 121.21平米 , 2004年 ,https://vrlab-image4.ljcdn.com/release/auto3dhd/8ad3368cabd004bdd9abfc9709460181/screenshot/1655518902_8/pc0_IH63hpRJI.jpg,林校中里 ,"26,813元/平",林校中里 满五年 有钥匙 中高楼层, 简装 
 东 西 ,https://bj.lianjia.com/ershoufang/101122206977.html,2室1厅 , 板楼, 顶层(共15层) , 64.2平米 , 1991年 ,https://vrlab-image4.ljcdn.com/release/screenshot/auto3d-XTwrAM3it1A-qbxj6s1gaI/44f314ab35bc309d4037ef03d15168b0/1701934178_0/pc0_WfHxQdNvx.jpg,金台里 ,"51,402元/平",金台里，精装东向两居，电梯直达，视野光线俱佳近地铁, 精装 
 南 北 ,https://bj.lianjia.com/ershoufang/101123366418.html,2室1厅 , 板楼, 中楼层(共6层)  , 68.6平米 ,null,https://vrlab-image4.ljcdn.com/release/screenshot/auto3d-t5R1Vjidtq_W_P8DW1ZVOA/b5e320c67aeaa0385b1480796824f209/1710474091_0/pc0_QrOMnbmZn.jpg,田村40号院 ,"63,412元/平",海淀40号院 南北通透中间层 位置不临街 停车方便, 精装 
 东 西 北 ,https://bj.lianjia.com/ershoufang/101123918767.html,3室1厅 , 板塔结合, 中楼层(共16层) , 162.22平米 , 1997年 ,https://vrlab-image4.ljcdn.com/release/screenshot/auto3d-hGb0VAcv8Bm3CckG5-YKpV/11d3356916d56f8027500ed80c2c2c72/1713150049_0/pc0_GJRYQH5Eg.jpg,幸福公寓 ,"64,727元/平",幸福公寓 把边三居 三室两卫 视野无遮挡, 简装 
